S_AMPEAK_TT,S_AMOFFPEAK_TTV,S_AMOFFPEAK_TT,S_PMOFFPEAK_TT,S_PMPEAK_TT,S_EVENING_TT,S_AMOFFPEAK_OCCUPANCY,S_PMOFFPEAK_OCCUPANCY,S_PMPEAK_OCCUPANCY,D_AMPEAK_OCCUPANCY,D_AMOFFPEAK_OCCUPANCY,D_PMOFFPEAK_OCCUPANCY,folder,m0,m2,m4,m5,m7,m8,m9,m10,m15,m17,m18,m999,m1001,m1015
-1.0,0.0,-1.0,0.0,-0.6666666666666666,-0.6666666666666666,0.0,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,-0.33333333333333337,/projects/vsokolov/timing-austin//experiments/Sim80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0,0.0,-1.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.0,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,-0.33333333333333337,/projects/vsokolov/timing-austin//experiments/Sim81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0,0.0,-1.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.33333333333333337,/projects/vsokolov/timing-austin//experiments/Sim82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,0.0,-1.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.33333333333333337,/projects/vsokolov/timing-austin//experiments/Sim83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,0.0,-1.0,-0.6666666666666666,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.33333333333333337,/projects/vsokolov/timing-austin//experiments/Sim84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,0.0,-1.0,-0.6666666666666666,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1.0,/projects/vsokolov/timing-austin//experiments/Sim85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,0.0,-1.0,-0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1.0,/projects/vsokolov/timing-austin//experiments/Sim86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,0.0,-1.0,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1.0,/projects/vsokolov/timing-austin//experiments/Sim87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.6666666666666666,-1.0,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1.0,/projects/vsokolov/timing-austin//experiments/Sim88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.6666666666666666,-1.0,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.0,-1.0,/projects/vsokolov/timing-austin//experiments/Sim89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.6666666666666666,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,0.0,-1.0,-1.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,0.0,/projects/vsokolov/timing-austin//experiments/Sim9,1330446,324881,17726,1181,23707,94928,23130,72624,3647,49573,62330,1740,313,84578
-0.33333333333333337,-0.6666666666666666,-0.33333333333333337,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.0,-1.0,/projects/vsokolov/timing-austin//experiments/Sim90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-1.0,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.6666666666666666,-1.0,-0.33333333333333337,-0.33333333333333337,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-1.0,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,0.0,0.0,-1.0,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.33333333333333337,-1.0,0.0,0.0,-1.0,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.33333333333333337,-1.0,0.0,-0.6666666666666666,-1.0,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.33333333333333337,-0.33333333333333337,-1.0,-0.6666666666666666,-0.6666666666666666,-1.0,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,-0.6666666666666666,-1.0,-0.6666666666666666,-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0,-0.33333333333333337,-1.0,-0.6666666666666666,-0.6666666666666666,-1.0,-0.6666666666666666,-1.0,-1.0,-1.0,-0.6666666666666666,0.0,/projects/vsokolov/timing-austin//experiments/Sim99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
