,EAT_OUT-NIGHT,EAT_OUT-AMPEAK,EAT_OUT-AMOFFPEAK,EAT_OUT-PMOFFPEAK,EAT_OUT-PMPEAK,EAT_OUT-EVENING,ERRANDS-NIGHT,ERRANDS-AMPEAK,ERRANDS-AMOFFPEAK,ERRANDS-PMOFFPEAK,ERRANDS-PMPEAK,ERRANDS-EVENING,HEALTHCARE-NIGHT,HEALTHCARE-AMPEAK,HEALTHCARE-AMOFFPEAK,HEALTHCARE-PMOFFPEAK,HEALTHCARE-PMPEAK,HEALTHCARE-EVENING,LEISURE-NIGHT,LEISURE-AMPEAK,LEISURE-AMOFFPEAK,LEISURE-PMOFFPEAK,LEISURE-PMPEAK,LEISURE-EVENING,PERSONAL-NIGHT,PERSONAL-AMPEAK,PERSONAL-AMOFFPEAK,PERSONAL-PMOFFPEAK,PERSONAL-PMPEAK,PERSONAL-EVENING,RELIGIOUS-NIGHT,RELIGIOUS-AMPEAK,RELIGIOUS-AMOFFPEAK,RELIGIOUS-PMOFFPEAK,RELIGIOUS-PMPEAK,RELIGIOUS-EVENING,SERVICE-NIGHT,SERVICE-AMPEAK,SERVICE-AMOFFPEAK,SERVICE-PMOFFPEAK,SERVICE-PMPEAK,SERVICE-EVENING,SHOP_MAJOR-NIGHT,SHOP_MAJOR-AMPEAK,SHOP_MAJOR-AMOFFPEAK,SHOP_MAJOR-PMOFFPEAK,SHOP_MAJOR-PMPEAK,SHOP_MAJOR-EVENING,SHOP_OTHER-NIGHT,SHOP_OTHER-AMPEAK,SHOP_OTHER-AMOFFPEAK,SHOP_OTHER-PMOFFPEAK,SHOP_OTHER-PMPEAK,SHOP_OTHER-EVENING,SOCIAL-NIGHT,SOCIAL-AMPEAK,SOCIAL-AMOFFPEAK,SOCIAL-PMOFFPEAK,SOCIAL-PMPEAK,SOCIAL-EVENING,WORK-NIGHT,WORK-AMPEAK,WORK-AMOFFPEAK,WORK-PMOFFPEAK,WORK-PMPEAK,WORK-EVENING,WORK_PART-NIGHT,WORK_PART-AMPEAK,WORK_PART-AMOFFPEAK,WORK_PART-PMOFFPEAK,WORK_PART-PMPEAK,WORK_PART-EVENING,WORK_HOME-NIGHT,WORK_HOME-AMPEAK,WORK_HOME-AMOFFPEAK,WORK_HOME-PMOFFPEAK,WORK_HOME-PMPEAK,WORK_HOME-EVENING,SCHOOL-NIGHT,SCHOOL-AMPEAK,SCHOOL-AMOFFPEAK,SCHOOL-PMOFFPEAK,SCHOOL-PMPEAK,SCHOOL-EVENING,PICKUP-NIGHT,PICKUP-AMPEAK,PICKUP-AMOFFPEAK,PICKUP-PMOFFPEAK,PICKUP-PMPEAK,PICKUP-EVENING,HOME-NIGHT,HOME-AMPEAK,HOME-AMOFFPEAK,HOME-PMOFFPEAK,HOME-PMPEAK,HOME-EVENING,TOTAL-NIGHT,TOTAL-AMPEAK,TOTAL-AMOFFPEAK,TOTAL-PMOFFPEAK,TOTAL-PMPEAK,TOTAL-EVENING,sim,hour-AMOFFPEAK,hour-AMPEAK,hour-EVENING,hour-NIGHT,hour-PMOFFPEAK,hour-PMPEAK
0,0.01598934,0.075283145,0.149233844,0.26449034,0.292471686,0.202531646,0.007155635,0.13476446,0.291592129,0.33870006,0.175313059,0.052474657,0.004587156,0.059633028,0.279816514,0.45412844,0.133027523,0.068807339,0.017283951,0.085925926,0.202962963,0.221234568,0.332839506,0.139753086,0.007155635,0.13476446,0.291592129,0.33870006,0.175313059,0.052474657,0.017985612,0.068345324,0.381294964,0.14028777,0.294964029,0.097122302,0.004587156,0.059633028,0.279816514,0.45412844,0.133027523,0.068807339,0.002293578,0.02293578,0.254587156,0.402522936,0.212155963,0.105504587,0.005446623,0.050653595,0.222766885,0.349673203,0.249455338,0.122004357,0.017283951,0.085925926,0.202962963,0.221234568,0.332839506,0.139753086,0.03591739,0.475905418,0.230170608,0.184076624,0.061358875,0.012571087,0.073863636,0.085227273,0.272727273,0.409090909,0.125,0.034090909,0.0,0.184834123,0.27014218,0.289099526,0.18957346,0.066350711,0.002777778,0.839444444,0.091666667,0.043888889,0.018888889,0.003333333,0.010055866,0.396648045,0.062569832,0.229795158,0.244692737,0.056238361,0.010584811,0.175443239,0.171738555,0.326276793,0.27494046,0.041016142,0.011551155,0.292079208,0.123762376,0.206270627,0.270627063,0.095709571,-1,,,,,,
1,0.0067378272264452185,0.019239458965527628,0.06623354453894585,0.193197907357386,0.10916083424543364,0.6054304276662617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004386323835087317,0.04329039755151475,0.18477389155305324,0.3129347452495131,0.11938002258629438,0.33523461922453723,0.016100094428706326,0.03342776203966006,0.2607176581680831,0.09844192634560907,0.21487252124645892,0.37644003777148255,0.003700342107100468,0.038260141031906725,0.1552747329470083,0.39384207219157996,0.09174055714584933,0.3171821545765552,0.002120853289973666,0.010515897562786094,0.1304501511107969,0.2998533076474435,0.11878545801594174,0.4382743323730581,0.002697277145226672,0.014811771909563707,0.11313837496802796,0.2636045853711469,0.1031165952301599,0.5026313953758749,0.009868637601364492,0.030156497800652323,0.10390496424189832,0.11936323648224065,0.1867560369849487,0.5499506268888955,0.0615751980294519,0.5621201112863498,0.1717805815952225,0.15567241409863372,0.03986284134606865,0.008988853644273537,0.06171786120591581,0.11613576033371255,0.2524649222601441,0.4178991277967387,0.12737011755783087,0.024412210845657943,0.0,0.052222222222222225,0.18722222222222223,0.46111111111111114,0.1411111111111111,0.15833333333333333,0.03083744288105687,0.8206125865267159,0.0750667330226666,0.04770393159299643,0.02190652852553952,0.003872777451024748,0.0043291843151521455,0.14968687472390407,0.07113270794896448,0.2548917703921212,0.18529220694852272,0.3346672556713354,0.0034401057422633894,0.03681391944261872,0.07730589373831111,0.23757042350588997,0.250174471832774,0.39469518573814283,0.013794903271960215,0.15685482040852494,0.10588267713302024,0.21557028587236785,0.16479427866234123,0.34310303465178554,/home/vsokolov/projects/timing-austin/experiments/Sim0/Austin,0.0,0.0,0.0,0.0,0.0,0.0
2,0.004903091253647238,0.014548845417264094,0.05820540844053623,0.35335345372143623,0.1038071651308995,0.4651820360362167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029514201154405874,0.030429877201301567,0.1353974197557107,0.521649197965891,0.11220301846068316,0.1973690665009729,0.012956810631229236,0.02956810631229236,0.2465590887517798,0.18979591836734694,0.1960607498813479,0.3250593260560038,0.001340198913733512,0.023206602243069762,0.10940255343161459,0.6064752768568809,0.07632080129787684,0.18325456725682443,0.0015538211498276509,0.006429604757907521,0.10031969423657373,0.5043131931917629,0.1029808362058188,0.2844028504581093,0.0019485942284494758,0.010145062014784573,0.08883888528038106,0.45918004392069534,0.09109678018001299,0.3487906343756766,0.007982969664715274,0.026035842636831688,0.09537705329753454,0.23173933062649868,0.17857933038730858,0.46028547338711123,0.057811765391160355,0.5277991587233565,0.1577788965213086,0.1967721937682287,0.05228230614647866,0.0075556794494672334,0.06086509715994021,0.11416292974588939,0.24878550074738415,0.41381726457399104,0.13494955156950672,0.02741965620328849,0.0,0.03562850280224179,0.12489991993594876,0.567654123298639,0.16132906325060048,0.11048839071257005,0.030883523961198783,0.8207163023020124,0.07497828290140438,0.04716229911683799,0.02239575792674099,0.0038638337918054147,0.0035318566475836507,0.13984054191769324,0.059142363296665966,0.29779496248338977,0.18642907812047277,0.31326119753419457,0.003102788902117834,0.0349027672547534,0.06381643034960494,0.2599011437024209,0.2738088537720533,0.36446801601904966,0.012932774496594256,0.15147014182168705,0.09057468938227947,0.28785275681548267,0.17152914986872309,0.2856404876152335,/home/vsokolov/projects/timing-austin/experiments/Sim1/Austin,0.0,0.0,0.0,0.0,0.0,0.0
3,0.014974253130166485,0.038952012889230545,0.10988490254098965,0.5367458905047229,0.08978233627833998,0.20966060465655045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008164293813783545,0.06989206669186511,0.1838813993532401,0.5687707362143547,0.10104573516441981,0.06824576876233673,0.0371153278930292,0.05618916527381772,0.36073149149542816,0.2838953888506538,0.11695015239406155,0.14511847409300954,0.004507500184733614,0.0492130348038129,0.16618635926993275,0.6393260917756595,0.07514963422744403,0.0656173797384172,0.0035739011657279717,0.014071066369777147,0.15689613232790076,0.6245158393054282,0.09335179537076886,0.10759126546039706,0.0049953371447107,0.023906256335401208,0.1474029923366987,0.6086769654948708,0.0816770060414386,0.13334144264687994,0.0237616420105328,0.06676638051306545,0.17398599816493004,0.36642953205716366,0.14436721509282185,0.22468923216148615,0.056897607317343765,0.5183652672712405,0.1684986049875291,0.19397864131127063,0.05022866699264896,0.012031212119966963,0.06133697649220333,0.1132991002025722,0.25368634286521885,0.39289584020351437,0.12399302774767984,0.05478871248881142,0.0,0.03593839132915003,0.1990872789503708,0.5524814603536794,0.16714204221334855,0.04535082715345123,0.030861404239144206,0.8205060908284613,0.07544301048020707,0.0459391460169783,0.02166633482361033,0.00558401361159882,0.009639524418549572,0.1811377954620814,0.09083534650182369,0.36113874283548864,0.18370754582918858,0.17354104495286818,0.005045886126194786,0.0483852529294084,0.09178812994188816,0.2923486075386618,0.28055476167793975,0.2818773617859071,0.01769544170464063,0.17521343497579603,0.127614099342731,0.3449796289198359,0.16327867921581987,0.17121871584117657,/home/vsokolov/projects/timing-austin/experiments/Sim10/Austin,0.0,0.0,0.0,0.0,0.0,0.0
4,0.006263153634450381,0.020883924235065566,0.09469604986239274,0.1477659057795046,0.0601930548810102,0.6701979116075765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058583800305654615,0.051985933314709215,0.2692965014050252,0.24426075953527354,0.05610241072749084,0.37249601498693574,0.0172454523978266,0.040396881644223954,0.34306638317977795,0.08584927947082448,0.12237184030238601,0.391070163004961,0.0037778088708549044,0.040996222191129146,0.23030642227508044,0.3232125367286974,0.051839932838953405,0.34986707709528475,0.0026441036488630354,0.011246254186497445,0.18935307597391152,0.24334567248369468,0.07123215230037018,0.4821787414066631,0.002308463589233388,0.016687782242707352,0.16383096139347256,0.21041218122605065,0.04796474346518262,0.5587958680833535,0.010803437786683405,0.03634542030804886,0.14578605571918304,0.09593332045772777,0.10579522958814157,0.6053365361402153,0.06289934295074846,0.5736329574456531,0.18406881821637375,0.13964106648324795,0.030951906890871902,0.008805908013104784,0.062008858408344046,0.1154450635805115,0.25675096442348905,0.41767871600704864,0.1251607372481783,0.02295566033242844,0.0,0.055654233274126705,0.28833629366489044,0.3919478981645944,0.10005920663114269,0.1640023682652457,0.030855819172231572,0.8205114284163092,0.07507646090088134,0.04785818991259026,0.021852434985612682,0.0038456666123749027,0.004248457054688839,0.15641608091890966,0.09069089662266415,0.2442568146751243,0.15721969826847249,0.3471680524601406,0.0033275696111011903,0.037014130556293566,0.09298611625297079,0.24118201312154194,0.22944260305375652,0.396047567404336,0.013984266407216828,0.15968360767395126,0.1331132292739125,0.19863592832171925,0.13245716382634792,0.3621258044968522,/home/vsokolov/projects/timing-austin/experiments/Sim100/Austin,0.0,0.0,0.0,0.0,0.0,0.0
5,0.006076615576223861,0.020479701090777607,0.09155099335087684,0.14052550169743477,0.0911894096141098,0.6501777786705771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005691003804889201,0.050680144357169686,0.2600715253849797,0.23293107108447508,0.09366069533125398,0.3569655600372324,0.015608053944452303,0.037864855943792144,0.3257886546894893,0.07978497665865045,0.17616824633375772,0.36478521242985806,0.0035973711518505706,0.03929436181252162,0.224974057419578,0.3097198201314424,0.07665167762020063,0.34576271186440677,0.0025252525252525255,0.011100589225589225,0.18364197530864199,0.23221801346801346,0.10360549943883277,0.46690867003367004,0.002245803588655219,0.01626085278796064,0.1584564923789311,0.20024696121937102,0.08549488713100521,0.5372950028940768,0.010179457854050526,0.03471793919869703,0.13793165392238463,0.09018400867050293,0.15361400693400717,0.5733729334203577,0.06322446117844167,0.576482157653679,0.1851752365169409,0.13224461178441674,0.033667810932136256,0.00920572193438533,0.06207717960933778,0.11538828013339686,0.25688423058599336,0.41743687470223917,0.12472606002858504,0.023487374940447833,0.0,0.05503512880562061,0.28044496487119436,0.3747072599531616,0.1252927400468384,0.164519906323185,0.030846770544908336,0.8205657201802486,0.07508550952820457,0.047867238539913495,0.021798143221673272,0.0038366179850516675,0.00408983961722891,0.15333477205855262,0.08764468399804193,0.23882663185653452,0.17105214677102687,0.34505192569861515,0.0032492563676219297,0.0365041511084006,0.0909302740364423,0.23683612471160873,0.23632982181590137,0.39615037196002506,0.01376409461132046,0.15815434062389658,0.12970746364856922,0.19287954808565264,0.15003539029629978,0.3554591627342613,/home/vsokolov/projects/timing-austin/experiments/Sim101/Austin,0.0,0.0,0.0,0.0,0.0,0.0
6,0.00950452008101566,0.028019562317838264,0.1307711307612508,0.21333794398063527,0.11193004989379045,0.5064367929654695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006901691400427711,0.058810187285334714,0.30437917179703194,0.28890707018339706,0.11301114639362322,0.22799073294018535,0.0230416922423155,0.048444213607819066,0.3857122621464658,0.10165730204447802,0.1806978610888144,0.2604466688701072,0.005770023354856436,0.0494573430416266,0.2672757246874571,0.36962494848193433,0.07659019096029675,0.23128176947382884,0.003447732721958732,0.014000945063791806,0.23659847039675178,0.30709322879294354,0.11174504279038835,0.3271145802341658,0.003517969759136844,0.02083428310918623,0.2088063217080769,0.27459919459007676,0.10344198769090494,0.38880024314261835,0.015299347954949616,0.04733847065797273,0.18739774748073504,0.13091879075281565,0.17810906935388263,0.44093657379964435,0.06062272981279687,0.552231768650461,0.18161934199497065,0.15785222827605477,0.03965405839620006,0.008019872869516624,0.06139771762708667,0.11444874092238046,0.25426766009619917,0.41629727435631425,0.1274639253041592,0.026124681693860227,0.0,0.04433921653034869,0.29746018080068876,0.425312096427034,0.12526904864399482,0.1076194575979337,0.030855539971949508,0.8204587612541284,0.07517531556802244,0.04773107722933539,0.02188843143464688,0.0038908745419173867,0.00562199835140698,0.14472080040671875,0.09589974185205112,0.2542880694185995,0.18265324758017148,0.3168161423910522,0.0038126499891429715,0.037950249429653506,0.10138490562845275,0.2516602793499319,0.2477884092056321,0.35740350639718677,0.01482910706247583,0.1581285358343671,0.14941640901876832,0.22285556994955524,0.162463466126786,0.2923069120080475,/home/vsokolov/projects/timing-austin/experiments/Sim102/Austin,0.0,0.0,0.0,0.0,0.0,0.0
7,0.009509702266330914,0.027995852466301287,0.13070656199081618,0.21313385671258578,0.11217103638967067,0.5064829901742952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00690152368146066,0.05880875813075633,0.30425026933763194,0.28907825777028945,0.11297599857433313,0.2279851925055285,0.023043868347735752,0.04887377815554611,0.3851348160740426,0.10195022902205222,0.18161212636350757,0.25938518203711575,0.005768042298976859,0.049715031243562455,0.2669779578383575,0.3696353773261004,0.07656389480189521,0.2313396964911076,0.0034462851844724736,0.013995066738974512,0.23634168955443205,0.3070692580865245,0.1120654969123384,0.32708220352325806,0.0035175421269354077,0.02087733426526674,0.2087733426526674,0.2745278288484038,0.10347499734095088,0.3888289547657758,0.015295993172807387,0.04726290025305653,0.18742777221356313,0.13091378891410893,0.17837225978890225,0.44072728565756175,0.06062908239896608,0.553320060078941,0.1805730203639666,0.15782947361067448,0.039597086869957034,0.008051276677494848,0.06137456396719148,0.11416988780993684,0.25412463467521446,0.4163288394456491,0.12727444140661828,0.026727632695389837,0.0,0.044731182795698925,0.2976344086021505,0.4258064516129032,0.12516129032258064,0.10666666666666667,0.030873637062842147,0.82033208161788,0.07526580102248563,0.04772202868388906,0.02193367416187848,0.003872777451024748,0.005615733915778782,0.14463842858058504,0.09564004082377245,0.2541082618835142,0.18216375854809366,0.3178337762482559,0.0038069172136294396,0.03791852859270772,0.10118740901552332,0.25136353525199706,0.2475340919010089,0.35818951802513355,0.014819628788650691,0.15814731147089212,0.14913284239012511,0.22274211966463536,0.1624146001139281,0.29274349757176865,/home/vsokolov/projects/timing-austin/experiments/Sim103/Austin,0.0,0.0,0.0,0.0,0.0,0.0
8,0.013610441226699235,0.036629164639763186,0.18597141289835123,0.48315513832969353,0.08469523996812155,0.19593860293737128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009049547938483036,0.06634948888352867,0.29936703070025866,0.47851148244570685,0.08998810583313233,0.05673434419889043,0.033942302982808446,0.06298672674731841,0.4657393348680022,0.21560464318949896,0.10540236077778321,0.11632463143458882,0.005667780845807296,0.04846679261735213,0.2599912803371603,0.5683040255776777,0.061691614590902485,0.05587850603110013,0.003743660673121254,0.015472568003688335,0.26430613185799906,0.5449515905947441,0.07985246657445827,0.09167358229598893,0.004382463758860719,0.023301296379079125,0.25007184366817803,0.5320901717861932,0.06972028865189348,0.12043393575579539,0.024804583131392215,0.07069803278281077,0.2661521828281699,0.31285961053324884,0.13306366426822752,0.1924219264561508,0.05633425369498132,0.5123802176384603,0.17000974500568458,0.20337420821828814,0.05240782848789995,0.005493746954685724,0.06108087821354851,0.1129667855132295,0.2525333083130043,0.4017639331957215,0.1358603865640833,0.035794708200412834,0.0,0.0335149863760218,0.29291553133514986,0.511716621253406,0.1310626702997275,0.030790190735694823,0.030866822916195354,0.8204367144162813,0.07530744658709403,0.046639579393160616,0.022306279240229127,0.004443157447039554,0.008418566351737886,0.1632790153419433,0.1140298604489902,0.34172661870503596,0.18505677385802202,0.18748916529427062,0.004688910045493592,0.04445316206820627,0.11817789947994034,0.3025540914771617,0.2889788906014023,0.24114704632779574,0.01724200096630202,0.17018342542417164,0.1716572856232343,0.3255467067240087,0.16406110889535924,0.15130947236692407,/home/vsokolov/projects/timing-austin/experiments/Sim11/Austin,0.0,0.0,0.0,0.0,0.0,0.0
9,0.012465100831352686,0.03601490415053607,0.22572107650312925,0.46549523087940714,0.08155767055184797,0.17874601708372687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008917496396124576,0.06519662073820778,0.3548727748164538,0.44073720205169464,0.08257065272050688,0.047705253277012305,0.02725860600290625,0.06514005110988626,0.5464749210803227,0.19231347396903342,0.09024402465300396,0.07856892318484743,0.006188757091284167,0.048257570176084875,0.30568039490164295,0.5342223532012083,0.05488838134531791,0.0507625432844618,0.0035975916640259473,0.016142561559826272,0.30055734710235427,0.5225268887356236,0.07420731820977874,0.08296829272839115,0.003985092205675933,0.023878285280973202,0.29238798986786274,0.5069376099127152,0.06431809748148626,0.10849292525128669,0.023863903857287365,0.07239332497789201,0.31666910543761095,0.29739857363709815,0.12346755056208368,0.16620754152802783,0.05394118264643095,0.4900279582686871,0.19448689383246037,0.21145627972267264,0.04574423822466938,0.004343447305079539,0.060603239620182464,0.1116644945075405,0.2529789610873208,0.40658164215229936,0.13717184881772482,0.030999813814932043,0.0,0.02882205513784461,0.3268170426065163,0.4967418546365915,0.11679197994987468,0.030827067669172932,0.03085012035981249,0.8205009864074858,0.07512081229299017,0.04694937648187363,0.02238873504551954,0.004189969412318329,0.007729155946463526,0.1583442524680781,0.12244107645869914,0.33100097078623075,0.1863007739765632,0.19418377036396525,0.004532617302018026,0.04417721458971753,0.11914082563805123,0.309771520054619,0.29484454292157847,0.22753327949401578,0.016814521465358383,0.1698256102972332,0.1917341438378635,0.3196382756538363,0.16178339911453937,0.14020404963116928,/home/vsokolov/projects/timing-austin/experiments/Sim12/Austin,0.0,0.0,0.0,0.0,0.0,0.0
